datetime_mst,vehicleId,speed,latitude,longitude,altitude,heading,vibration
2022-10-03 15:15:17,L17755,14.9878511428833,50.202023,-114.900620,1750,339,13.800000190734863
2022-10-03 15:15:18,TK669,8.461915016174316,50.202270,-114.901020,1752,321,2.9000000953674316
2022-10-03 15:15:18,TK544,4.719845771789551,50.202557,-114.900610,1750,277,2.799999952316284
2022-10-03 15:15:18,L19733,1.7414476871490479,50.202520,-114.899600,1743,262,1.100000023841858
2022-10-03 15:15:19,L17755,14.326778411865234,50.202070,-114.900635,1750,347,13.600000381469727
2022-10-03 15:15:19,TK669,8.281956672668457,50.202290,-114.901040,1752,321,3.5
2022-10-03 15:15:19,TK544,5.6976752281188965,50.202560,-114.900640,1750,277,4.400000095367432
2022-10-03 15:15:20,L19733,2.2148046493530273,50.202520,-114.899605,1743,262,1.5
2022-10-03 15:15:20,L17755,14.09628677368164,50.202106,-114.900635,1750,356,4.900000095367432
2022-10-03 15:15:20,TK669,8.000913619995117,50.202305,-114.901054,1752,321,4
2022-10-03 15:15:20,TK544,5.559640407562256,50.202560,-114.900665,1751,277,2.0999999046325684
2022-10-03 15:15:21,L19733,2.795278787612915,50.202520,-114.899620,1743,262,2
2022-10-03 15:15:21,L17755,14.1127347946167,50.202150,-114.900630,1750,8,8.199999809265137
2022-10-03 15:15:21,TK669,8.146665573120117,50.202320,-114.901080,1752,321,2.9000000953674316
2022-10-03 15:15:21,TK544,4.8009748458862305,50.202564,-114.900680,1751,278,3.799999952316284
2022-10-03 15:15:22,L19733,3.1926541328430176,50.202515,-114.899635,1743,262,1.2999999523162842
2022-10-03 15:15:22,L17755,14.425762176513672,50.202187,-114.900604,1750,19,12.199999809265137
2022-10-03 15:15:22,TK669,8.141096115112305,50.202340,-114.901100,1752,321,3.5
2022-10-03 15:15:22,TK544,3.635108709335327,50.202564,-114.900696,1751,278,3.5
2022-10-03 15:15:23,L19733,3.156935214996338,50.202515,-114.899650,1743,262,2.700000047683716
2022-10-03 15:15:23,L17755,14.698099136352539,50.202220,-114.900570,1750,33,10.5
2022-10-03 15:15:23,TK669,8.726046562194824,50.202360,-114.901120,1752,320,3.200000047683716
2022-10-03 15:15:24,TK544,4.256229400634766,50.202568,-114.900720,1751,278,7.599999904632568
2022-10-03 15:15:24,L19733,1.5188416242599487,50.202515,-114.899660,1743,263,5.099999904632568
2022-10-03 15:15:24,L17755,14.024391174316406,50.202244,-114.900536,1750,41,5.300000190734863
2022-10-03 15:15:24,TK669,8.905908584594727,50.202377,-114.901146,1753,321,3.700000047683716
2022-10-03 15:15:25,TK544,3.859226942062378,50.202568,-114.900734,1751,278,4.5
2022-10-03 15:15:25,L19733,1.9917470216751099,50.202515,-114.899666,1743,263,1.7000000476837158
2022-10-03 15:15:25,L17755,12.214774131774902,50.202267,-114.900500,1750,50,9.100000381469727
2022-10-03 15:15:25,TK669,8.635873794555664,50.202393,-114.901170,1753,321,3.799999952316284
2022-10-03 15:15:26,TK544,3.6402747631073,50.202568,-114.900750,1751,278,2.4000000953674316
2022-10-03 15:15:26,L19733,3.0453531742095947,50.202515,-114.899680,1743,263,3.0999999046325684
2022-10-03 15:15:26,L17755,11.20450496673584,50.202282,-114.900460,1750,57,8
2022-10-03 15:15:26,TK669,8.87237548828125,50.202410,-114.901190,1753,321,3.799999952316284
2022-10-03 15:15:27,TK544,4.332731246948242,50.202570,-114.900764,1751,278,2.200000047683716
2022-10-03 15:15:27,L19733,3.693291187286377,50.202510,-114.899700,1743,263,1.7999999523162842
2022-10-03 15:15:27,L17755,11.78982162475586,50.202293,-114.900420,1749,65,7.300000190734863
2022-10-03 15:15:27,TK669,9.548079490661621,50.202435,-114.901220,1753,322,2.9000000953674316
2022-10-03 15:15:28,TK544,4.00167179107666,50.202570,-114.900790,1751,278,4.800000190734863
2022-10-03 15:15:28,L19733,3.693291187286377,50.202510,-114.899710,1743,263,1.7999999523162842
2022-10-03 15:15:28,L17755,13.03587818145752,50.202305,-114.900360,1749,75,8
2022-10-03 15:15:29,TK669,9.561643600463867,50.202457,-114.901245,1753,323,2.799999952316284
2022-10-03 15:15:29,TK544,4.592787265777588,50.202576,-114.900800,1752,279,4.599999904632568
2022-10-03 15:15:29,L19733,3.5821356773376465,50.202510,-114.899730,1743,263,3.299999952316284
2022-10-03 15:15:29,L17755,14.417448997497559,50.202312,-114.900300,1749,78,7
